ID	GeneID	geneSymbol	chr	strand	IncLevel1	IncLevel2	PValue	event
4104	ENSG00000107331.16_2	ABCA2	chr9	-	0.0,0.017,NA,0.006,0.0,0.051,0.0,0.205,0.0,0.088,0.0,0.0,0.0,0.215,0.268,0.047,NA,0.781,0.259,0.029,0.0,NA,0.145,0.0	0.0,0.138,0.831,0.293,0.106,1.0,NA,0.6,0.0,0.386,0.821,1.0,0.0,NA,NA,1.0,0.155,0.0,0.0,1.0	1	A3SS
4116	ENSG00000167996.15_2	FTH1	chr11	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.992,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1	A3SS
4132	ENSG00000225746.9_2	SNHG23	chr14	+	1.0,NA,1.0,0.049,0.819,0.0,NA,0.145,1.0,1.0,1.0,0.497,1.0,1.0,0.915,0.0,1.0,NA,0.816,1.0,0.0,1.0,0.783,1.0	0.987,1.0,1.0,0.632,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA	1	A3SS
4238	ENSG00000004897.11_2	CDC27	chr17	-	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.734,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0	1	A3SS
4239	ENSG00000004897.11_2	CDC27	chr17	-	0.181,1.0,0.0,0.41,0.0,0.805,NA,0.0,0.0,1.0,NA,0.0,0.331,0.0,0.0,0.0,NA,1.0,0.0,0.768,0.0,NA,0.261,0.013	0.104,0.0,0.0,0.042,NA,0.0,NA,0.602,0.0,0.0,0.248,1.0,0.965,0.0,NA,0.0,0.712,0.0,0.0,NA	1	A3SS
4296	ENSG00000166681.13_2	BEX3	chrX	+	0.063,0.216,0.929,0.267,0.216,0.777,0.137,0.735,0.077,0.434,1.0,0.0,0.408,0.064,0.295,NA,0.519,1.0,0.187,0.897,1.0,1.0,0.446,0.127	0.009,0.203,0.111,0.252,0.0,NA,NA,0.013,0.38,0.329,0.599,NA,0.023,0.236,0.86,0.187,0.026,0.0,0.505,NA	1	A3SS
4339	ENSG00000156976.15_2	EIF4A2	chr3	+	0.098,0.0,0.0,0.018,0.004,0.0,0.0,0.0,0.0,0.0,0.157,0.0,0.085,0.0,0.0,0.0,0.005,0.0,0.003,0.0,0.0,0.0,0.0,0.003	0.0,0.0,0.028,0.228,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.097,NA	1	A3SS
4411	ENSG00000102910.13_2	LONP2	chr16	+	1.0,0.073,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,0.827,NA,1.0,NA	1	A3SS
4414	ENSG00000144713.12_1	RPL32	chr3	-	0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.094,0.0,0.0,NA,0.0,0.0,0.082,0.0,0.0,0.0,0.053,0.272,0.19,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA	1	A3SS
4589	ENSG00000158856.17_1	DMTN	chr8	+	1.0,1.0,0.961,1.0,1.0,0.468,1.0,1.0,0.857,1.0,0.888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.976,1.0,NA,1.0,1.0,1.0	0.98,0.829,1.0,0.923,0.911,1.0,NA,0.241,1.0,0.526,1.0,NA,0.956,0.558,NA,0.705,1.0,NA,1.0,1.0	1	A3SS
4643	ENSG00000144283.21_2	PKP4	chr2	+	1.0,0.746,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,0.418,NA,NA,1.0,0.633,1.0,1.0,0.0,1.0,1.0	1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,0.884,0.963,0.863,NA,1.0,0.208,1.0,0.363,1.0,NA,1.0,NA	1	A3SS
4644	ENSG00000144283.21_2	PKP4	chr2	+	NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,0.886,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.737,0.622,1.0,1.0,0.279,0.866,0.0,0.757,0.455,NA,1.0,NA	1	A3SS
4646	ENSG00000144283.21_2	PKP4	chr2	+	0.0,1.0,1.0,1.0,0.377,0.073,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,NA,0.0,0.0,1.0,NA,NA,1.0,0.793,1.0	0.238,0.0,1.0,1.0,0.0,1.0,1.0,0.058,0.744,0.991,0.385,1.0,0.935,0.076,NA,0.18,1.0,1.0,1.0,NA	1	A3SS
4668	ENSG00000149091.15_2	DGKZ	chr11	+	0.0,0.0,0.0,0.171,0.0,0.089,0.0,0.0,0.0,0.604,0.0,0.0,0.0,0.021,0.0,1.0,0.0,0.0,0.0,0.0,NA,NA,0.11,0.039	0.0,0.0,0.0,0.0,0.213,0.0,0.0,0.0,0.018,0.0,0.0,0.0,1.0,1.0,NA,1.0,0.004,NA,0.0,0.0	1	A3SS
4669	ENSG00000149091.15_2	DGKZ	chr11	+	0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,0.0,0.0	0.0,0.0,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.006,0.0,0.0,NA	1	A3SS
4691	ENSG00000166448.14_2	TMEM130	chr7	-	0.361,0.295,0.048,0.103,0.134,0.549,NA,0.097,0.169,0.258,0.0,1.0,0.232,0.073,0.223,1.0,0.0,0.0,0.084,1.0,1.0,0.0,0.158,0.493	0.391,0.388,0.183,0.026,0.448,NA,0.0,0.0,0.899,0.061,0.044,0.0,0.133,0.018,NA,0.029,0.0,NA,1.0,NA	1	A3SS
4705	ENSG00000122545.18_2	SEPT7	chr7	+	1.0,1.0,1.0,0.932,0.865,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.791,1.0,1.0,1.0,1.0,1.0,0.592,1.0,1.0,0.624,0.829	0.983,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,0.889,NA,0.968,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	A3SS
4749	ENSG00000108309.12_1	RUNDC3A	chr17	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.614,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	A3SS
4750	ENSG00000108309.12_1	RUNDC3A	chr17	+	0.659,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,0.666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.907,NA,1.0,0.84,1.0,1.0,0.982,1.0,0.93,1.0,1.0,1.0,0.991,NA,0.993,1.0,1.0,1.0,NA	1	A3SS
4761	ENSG00000269699.5_2	ZIM2	chr19	-	0.0,0.389,1.0,0.0,0.0,0.951,0.0,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.945,NA,0.0,0.0,0.884,1.0,0.241,0.0,0.241,0.389	0.704,NA,0.0,0.0,0.0,0.298,0.203,1.0,0.0,0.885,0.98,NA,0.031,0.06,NA,0.05,0.0,0.0,0.0,NA	1	A3SS
4935	ENSG00000109339.18_2	MAPK10	chr4	-	0.201,0.281,0.164,0.123,0.468,0.673,0.0,0.289,0.528,0.147,0.328,0.0,0.282,0.614,0.202,0.024,1.0,0.341,0.178,0.832,0.522,0.0,0.518,0.046	0.456,0.225,0.078,0.098,0.717,0.496,0.64,0.273,0.319,0.041,0.056,NA,0.647,0.34,NA,0.303,0.422,NA,0.196,NA	1	A3SS
4977	ENSG00000106976.14	DNM1	chr9	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0	1	A3SS
5025	ENSG00000142541.16_2	RPL13A	chr19	+	0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,0.05,0.033,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.005,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.084,NA,0.0,0.847,0.0,1.0,0.0,0.0,0.0,NA	1	A3SS
5065	ENSG00000160145.15_2	KALRN	chr3	+	1.0,0.943,1.0,0.814,1.0,0.581,1.0,0.858,0.571,0.615,0.479,NA,1.0,0.978,0.291,1.0,NA,0.673,0.304,1.0,0.231,1.0,0.338,0.236	0.995,0.552,1.0,0.0,1.0,NA,NA,1.0,0.484,0.39,0.689,NA,0.976,1.0,1.0,1.0,1.0,1.0,0.015,1.0	1	A3SS
5233	ENSG00000167614.13_2	TTYH1	chr19	+	0.096,0.359,0.342,0.141,1.0,0.0,0.0,0.0,0.0,1.0,0.055,NA,0.273,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NA,0.048,0.11	0.239,0.58,0.0,0.497,0.664,1.0,1.0,0.0,NA,0.009,0.343,0.0,0.0,NA,0.0,NA,0.205,0.0,NA,0.0	1	A3SS
5235	ENSG00000105696.8_1	TMEM59L	chr19	+	1.0,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0	1	A3SS
5263	ENSG00000106772.17_2	PRUNE2	chr9	-	0.082,0.781,0.381,0.715,0.397,0.0,1.0,0.532,0.42,0.148,NA,NA,0.33,0.744,0.996,1.0,0.0,1.0,1.0,0.893,NA,0.712,0.62,0.43	1.0,0.628,0.969,0.503,0.409,1.0,1.0,NA,0.348,0.388,0.266,NA,0.611,0.0,1.0,0.0,0.0,NA,0.441,0.0	1	A3SS
5272	ENSG00000154096.13_1	THY1	chr11	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.97,0.907	0.979,1.0,0.699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.912,1.0,NA,1.0,1.0,1.0,NA,NA	1	A3SS
5273	ENSG00000154096.13_1	THY1	chr11	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16,0.99,0.974	0.988,1.0,0.856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.983,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.301780829406	A3SS
5274	ENSG00000154096.13_1	THY1	chr11	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.965,0.893	0.972,1.0,0.659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.884,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	A3SS
5275	ENSG00000154096.13_1	THY1	chr11	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.994,1.0	0.94,1.0,1.0,0.978,1.0,1.0,1.0,1.0,1.0,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.493988273875	A3SS
5277	ENSG00000154096.13_1	THY1	chr11	-	0.0,0.0,0.0,0.007,0.0,0.062,0.0,0.0,0.002,0.311,0.0,0.003,0.0,0.071,0.003,0.0,0.0,0.0,0.001,0.0,0.086,0.0,0.0,0.004	0.061,0.0,0.054,0.033,0.015,0.0,0.0,0.015,0.0,0.097,0.002,0.0,0.0,0.029,0.092,0.012,0.016,0.013,0.009,0.0	1.97411425129e-06	A3SS
5414	ENSG00000225783.6_2	MIAT	chr22	+	0.008,0.236,0.295,0.141,0.003,0.151,1.0,0.067,0.978,0.159,0.398,0.379,0.0,0.067,0.212,0.24,0.0,0.187,0.212,0.314,0.283,0.145,0.33,0.354	0.309,0.302,0.039,0.0,0.356,1.0,NA,0.0,0.114,0.444,0.035,NA,0.172,0.983,0.0,0.973,0.419,0.723,0.0,NA	1	A3SS
5424	ENSG00000221978.11_1	CCNL2	chr1	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.792	1.0,0.978,1.0,1.0,1.0,1.0,1.0,0.378,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	A3SS
5571	ENSG00000152583.12_2	SPARCL1	chr4	-	0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.038,0.001,0.0,0.0,0.0,0.0,0.045,0.137,0.0,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0.0	0.086,0.003,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0	0.0357369991247	A3SS
5604	ENSG00000163539.16_2	CLASP2	chr3	-	0.0,0.826,0.052,0.12,0.474,0.0,0.0,0.0,0.243,1.0,0.206,1.0,0.0,0.171,0.207,1.0,NA,1.0,0.18,0.012,0.0,NA,0.418,0.0	0.853,0.0,0.0,0.365,0.0,0.0,0.0,0.697,0.0,0.364,0.517,NA,0.055,0.985,NA,0.96,0.0,1.0,0.33,NA	1	A3SS
5640	ENSG00000154556.17_2	SORBS2	chr4	-	1.0,0.979,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.752,1.0,1.0,1.0,NA,1.0,1.0,0.112,NA,1.0,0.513,0.826,0.555,1.0,0.632	0.771,0.956,0.421,1.0,1.0,NA,1.0,1.0,0.603,0.208,0.689,NA,1.0,0.631,NA,0.654,0.0,1.0,NA,1.0	1	A3SS
5713	ENSG00000176884.14_2	GRIN1	chr9	+	1.0,0.436,0.757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975,1.0,1.0,1.0,0.976,1.0,1.0,1.0,0.953,0.98	0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.898,1.0,1.0,1.0,0.972,1.0,0.988,1.0,1.0,1.0,NA	1	A3SS
5714	ENSG00000176884.14_2	GRIN1	chr9	+	0.201,0.288,0.286,0.215,1.0,1.0,1.0,0.557,1.0,1.0,1.0,1.0,0.091,0.591,0.757,1.0,1.0,0.869,0.294,0.273,1.0,0.036,0.481,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931,0.459,0.476,0.75,NA,0.25,0.66,1.0,0.556,0.495,NA,1.0,NA	1	A3SS
5715	ENSG00000176884.14_2	GRIN1	chr9	+	0.461,0.853,1.0,1.0,0.849,0.935,1.0,1.0,1.0,0.938,1.0,1.0,0.402,1.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,1.0,1.0,0.486	0.907,0.809,0.959,1.0,0.77,1.0,1.0,1.0,0.611,0.962,0.323,NA,0.078,0.607,0.818,0.474,1.0,NA,0.933,NA	1	A3SS
5794	ENSG00000082269.16_1	FAM135A	chr6	+	1.0,NA,1.0,1.0,0.989,1.0,1.0,1.0,1.0,1.0,0.661,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0	1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.903,1.0,NA,1.0,1.0,NA,1.0,0.318,1.0,1.0,NA	1	A3SS
5798	ENSG00000104888.9_1	SLC17A7	chr19	-	0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.001,0.0,0.014,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.016,0.06	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.033,0.0,0.0,0.144,0.0,0.064,0.0,0.0,NA,NA	1	A3SS
5833	ENSG00000197555.9_2	SIPA1L1	chr14	+	1.0,1.0,1.0,0.704,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.381,NA,1.0,1.0,1.0,1.0,0.76,1.0	0.871,1.0,1.0,0.576,1.0,0.425,0.458,1.0,1.0,0.451,1.0,NA,1.0,1.0,NA,1.0,1.0,0.0,1.0,NA	1	A3SS
5922	ENSG00000138443.15_2	ABI2	chr2	+	1.0,0.949,1.0,0.948,1.0,1.0,1.0,0.922,1.0,1.0,0.993,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.881,1.0	0.994,1.0,0.986,1.0,1.0,1.0,1.0,1.0,1.0,0.988,1.0,0.879,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA	1	A3SS
5963	ENSG00000133112.16_1	TPT1	chr13	-	0.0,0.0,0.0,0.003,0.04,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.091	0.0,0.088,0.0,0.0,0.159,0.0,0.0,0.0,0.0,0.071,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.134,NA	1	A3SS
5964	ENSG00000015479.17_2	MATR3	chr5	+	0.187,0.0,0.004,0.099,0.216,0.0,0.0,0.092,0.061,0.023,0.069,NA,0.078,0.0,0.129,0.0,0.708,0.264,0.068,0.005,0.102,0.339,0.125,0.013	0.01,0.053,0.0,0.097,0.385,0.288,0.168,0.028,0.0,0.212,0.165,NA,0.467,0.231,NA,0.163,0.265,0.0,0.03,NA	1	A3SS
5975	ENSG00000198794.11_2	SCAMP5	chr15	+	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.072,0.0,0.047,0.0,0.0,0.0,0.138,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA	1	A3SS
5977	ENSG00000152234.15_2	ATP5A1	chr18	-	0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0	0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0	1	A3SS
5978	ENSG00000152234.15_2	ATP5A1	chr18	-	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0	1	A3SS
6061	ENSG00000126247.10_2	CAPNS1	chr19	+	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0	0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.002,0.031,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0	1	A3SS
6062	ENSG00000126247.10_2	CAPNS1	chr19	+	1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0	1	A3SS
6291	ENSG00000204628.11_2	RACK1	chr5	-	0.077,0.0,0.127,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.974,NA,0.0,0.0,0.006,0.0,0.081,0.0,0.0,0.0,0.0,0.923,0.189,0.0	0.0,0.0,0.222,0.0,0.0,1.0,1.0,0.087,0.0,0.0,0.338,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA	1	A3SS
6337	ENSG00000137941.16_2	TTLL7	chr1	-	1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,0.68,1.0	0.986,1.0,1.0,1.0,0.431,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.261,1.0,NA,1.0,1.0,NA,1.0,NA	1	A3SS
6339	ENSG00000137941.16_2	TTLL7	chr1	-	0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.837,0.0,0.0	0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,NA,0.811,0.0,NA,0.0,0.0,NA,0.0,NA	1	A3SS
6432	ENSG00000164924.17_2	YWHAZ	chr8	-	0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.018,0.0,0.028,0.0,0.005,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.052,0.007,0.033	0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.007,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	2.99724859983e-05	A3SS
6485	ENSG00000058404.19_1	CAMK2B	chr7	-	1.0,0.697,1.0,0.93,0.4,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.97,1.0,0.945,NA,1.0,1.0,1.0,1.0,1.0,0.738,1.0	1.0,1.0,0.428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.804,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	A3SS
6487	ENSG00000058404.19_1	CAMK2B	chr7	-	1.0,0.801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.937,0.965,1.0	0.988,1.0,1.0,1.0,1.0,1.0,NA,0.914,1.0,0.877,1.0,NA,1.0,1.0,NA,1.0,0.936,1.0,1.0,NA	1	A3SS
6564	ENSG00000145349.16_2	CAMK2D	chr4	-	1.0,0.835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.992,0.905,1.0	0.983,1.0,0.675,0.97,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	A3SS
6598	ENSG00000117616.17_2	RSRP1	chr1	-	1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.794,1.0,NA,1.0,0.576,1.0,1.0,NA,1.0,1.0	0.333,0.729,1.0,0.062,1.0,1.0,NA,0.556,1.0,0.286,0.906,NA,1.0,0.177,0.0,0.12,0.176,NA,0.0,NA	1	A3SS
6752	ENSG00000154027.18_2	AK5	chr1	+	0.765,0.963,0.966,0.814,0.868,0.971,NA,0.874,0.932,0.751,0.882,1.0,0.718,0.504,0.861,1.0,0.031,1.0,0.846,0.373,0.754,NA,0.735,0.354	0.555,0.699,1.0,0.558,1.0,1.0,1.0,1.0,0.963,0.677,0.84,1.0,0.504,0.663,NA,0.534,1.0,1.0,1.0,NA	1	A3SS
6775	ENSG00000135472.8_1	FAIM2	chr12	-	0.0,0.004,0.0,0.027,0.0,0.0,0.0,0.025,0.063,0.0,0.152,0.0,0.0,0.0,0.031,0.0,0.083,0.0,0.023,0.0,0.0,0.0,0.0,0.0	0.027,0.15,0.119,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,NA	1	A3SS
6962	ENSG00000092199.17_2	HNRNPC	chr14	-	0.077,0.0,0.028,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.172,0.0,0.731,0.0,0.032,0.022,0.0,0.0,0.0,0.005	0.051,0.0,0.0,0.052,1.0,0.0,0.0,0.127,0.063,0.0,0.045,NA,0.0,0.0,0.0,0.0,0.0,NA,0.216,NA	1	A3SS
6963	ENSG00000092199.17_2	HNRNPC	chr14	-	0.776,0.003,0.168,0.037,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.475,0.345,0.172,0.0,0.731,0.0,0.032,0.022,0.146,0.0,0.006,0.005	0.051,0.0,0.124,0.167,1.0,0.0,0.0,0.127,0.063,0.0,0.045,NA,0.221,0.0,0.0,0.0,0.0,NA,0.216,NA	1	A3SS
6998	ENSG00000185946.15_2	RNPC3	chr1	+	NA,1.0,1.0,0.856,0.976,NA,0.0,0.617,1.0,0.295,0.654,0.526,1.0,1.0,0.5,0.774,0.085,1.0,0.459,0.978,1.0,1.0,0.847,0.876	0.801,1.0,1.0,1.0,1.0,0.696,0.669,0.541,0.441,0.948,0.779,NA,0.085,0.27,0.0,0.062,0.985,NA,1.0,NA	1	A3SS
7039	ENSG00000159720.11_2	ATP6V0D1	chr16	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0	0.971,1.0,0.99,1.0,1.0,NA,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	A3SS
7069	ENSG00000105576.15_2	TNPO2	chr19	-	NA,1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	A3SS
7137	ENSG00000154277.12_2	UCHL1	chr4	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.949,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.714361092556	A3SS
