ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
57	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162627482	162627564	162660958	162661105	162480847	162481076	162696298	162696437	57	66,65,0,10,3,0,9,12,89,1,12,2,46,64,11,0,1,1,10,0,78,45,13,0	80,0,50,56,95,113,0,173,196,15,49,255,41,70,88,56,398,53,48,186,3,48,10,38	85,18,55,34,29,529,228,0,0,22,26,0,53,109,0,85,121,1,2,0	39,237,17,159,25,172,91,0,123,120,92,0,127,85,0,41,55,12,17,0	232	297	1	1.0	0.514,1.0,0.0,0.186,0.039,0.0,1.0,0.082,0.368,0.079,0.239,0.01,0.59,0.539,0.138,0.0,0.003,0.024,0.211,0.0,0.971,0.545,0.625,0.0	0.736,0.089,0.806,0.215,0.598,0.797,0.762,NA,0.0,0.19,0.266,NA,0.348,0.621,NA,0.726,0.738,0.096,0.131,NA	-0.146
58	"ENSG00000086848.14_2"	"ALG9"	chr11	-	111724371	111724459	111728324	111728460	111724102	111724208	111731269	111731358	58	15,0,0,8,15,0,285,0,30,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0	0,0,60,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0	19,54,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0	7,0,37,0,16,0,0,0,0,0,16,0,0,84,0,61,0,0,0,0	286	238	1	1.0	1.0,NA,0.0,1.0,1.0,NA,1.0,NA,0.893,NA,NA,NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,NA	0.693,1.0,0.252,NA,0.0,NA,NA,1.0,NA,NA,0.0,NA,NA,0.0,NA,0.013,NA,NA,NA,NA	0.396
60	"ENSG00000105197.10_2"	"TIMM50"	chr19	+	39973524	39973556	39976183	39976242	39972522	39972673	39976327	39976447	60	0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,11,0,0,0,13,0	0,225,0,0,0,0,0,64,8,0,0,0,0,41,0,0,0,0,0,0,0,0,12,0	1,0,1,0,0,0,0,0,26,0,0,984,0,1,0,0,0,0,0,0	33,0,0,10,1,23,19,0,0,48,0,0,0,0,0,0,19,0,0,0	182	209	1	1.0	NA,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,0.0,1.0,NA,NA,NA,1.0,NA,NA,NA,0.554,NA	0.034,NA,1.0,0.0,0.0,0.0,0.0,NA,1.0,0.0,NA,1.0,NA,1.0,NA,NA,0.0,NA,NA,NA	-0.002
63	"ENSG00000147408.14_2"	"CSGALNACT1"	chr8	-	19315936	19316153	19362711	19363641	19297340	19297442	19459281	19459376	63	52,0,60,94,3,73,0,158,11,13,102,90,18,38,90,11,0,0,20,0,0,1,46,52	0,0,7,13,0,0,0,144,0,21,0,0,0,0,0,0,0,0,0,0,0,0,11,49	5,192,102,59,53,414,165,0,67,57,237,0,127,3,1,0,43,18,10,0	0,23,0,0,0,0,0,0,0,25,0,0,33,0,0,0,3,0,2,0	1080	367	1	1.0	1.0,NA,0.744,0.711,1.0,1.0,NA,0.272,1.0,0.174,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,NA,NA,1.0,0.587,0.265	1.0,0.739,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.437,1.0,NA,0.567,1.0,1.0,NA,0.83,1.0,0.63,NA	-0.068
66	"ENSG00000076067.11_1"	"RBMS2"	chr12	+	56965481	56965639	56974061	56974159	56963682	56963774	56974967	56975047	66	0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,9,0	0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,123,0,0,0,0,0,0,0	0,0,9,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,2,172	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	308	248	1	1.0	NA,NA,NA,NA,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,1.0,NA,0.0,NA,1.0,NA,NA,NA,1.0,NA	NA,NA,1.0,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0	-0.333
67	"ENSG00000090857.13_1"	"PDPR"	chr16	+	70164325	70164447	70165204	70165322	70162861	70163025	70166053	70166203	67	18,0,0,1,118,0,0,0,7,0,0,0,2,0,34,0,0,0,24,0,0,0,3,1	0,0,6,0,24,0,0,0,0,0,44,0,0,0,0,0,0,1,0,0,0,0,0,0	4,33,31,0,0,1,0,0,0,0,33,0,0,37,0,23,0,0,1,0	41,0,26,0,31,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0	272	268	1	1.0	1.0,NA,0.0,1.0,0.829,NA,NA,NA,1.0,NA,0.0,NA,1.0,NA,1.0,NA,NA,0.0,1.0,NA,NA,NA,1.0,1.0	0.088,1.0,0.54,NA,0.0,1.0,NA,NA,NA,NA,1.0,NA,0.0,1.0,NA,1.0,NA,NA,1.0,NA	0.073
68	"ENSG00000111540.15_1"	"RAB5B"	chr12	+	56383730	56383882	56384465	56384588	56380652	56380907	56385143	56385237	68	20,67,38,6,4,0,10,71,21,8,0,0,7,2,0,0,0,77,0,8,0,0,35,34	17,15,94,64,20,294,0,102,55,0,39,58,12,51,7,0,20,0,4,36,31,0,18,32	149,0,90,77,3,309,123,9,82,60,308,0,4,7,0,1,6,0,17,1	213,46,0,0,0,211,107,43,51,62,12,0,20,246,0,176,0,0,6,0	302	273	1	1.0	0.515,0.801,0.268,0.078,0.153,0.0,1.0,0.386,0.257,1.0,0.0,0.0,0.345,0.034,0.0,NA,0.0,1.0,0.0,0.167,0.0,NA,0.637,0.49	0.387,0.0,1.0,1.0,1.0,0.57,0.51,0.159,0.592,0.467,0.959,NA,0.153,0.025,NA,0.005,1.0,NA,0.719,1.0	-0.237
69	"ENSG00000204149.10_2"	"AGAP6"	chr10	+	51751435	51751504	51754154	51754189	51749067	51749136	51761755	51761856	69	0,0,59,10,0,0,0,0,33,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,36	0,0,0,0,7,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0	1,0,0,0,0,78,31,0,0,0,204,0,4,0,0,0,0,0,0,0	219	185	1	1.0	NA,NA,1.0,0.484,NA,NA,NA,NA,1.0,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.458,0.0	0.0,NA,NA,NA,1.0,0.0,0.0,1.0,NA,NA,0.012,NA,0.0,NA,NA,NA,NA,NA,NA,NA	0.202
70	"ENSG00000149100.12_2"	"EIF3M"	chr11	+	32608557	32608690	32610139	32610278	32605343	32605475	32611092	32611187	70	0,30,0,2,83,0,202,23,29,0,0,0,0,1,14,0,0,0,12,0,22,2,8,12	0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0	0,8,0,63,0,0,0,0,14,25,11,1364,97,87,0,48,14,0,6,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	283	289	1	1.0	NA,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,NA,NA,0.0,NA,1.0,1.0,NA,NA,NA,1.0,NA,1.0,1.0,1.0,1.0	NA,1.0,NA,1.0,NA,NA,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	-0.071
71	"ENSG00000165525.17_1"	"NEMF"	chr14	-	50307435	50307584	50312857	50312983	50304856	50304924	50318280	50318383	71	70,0,22,14,89,0,0,0,1,22,17,3,32,0,0,0,0,0,1,0,2,0,5,100	1,0,0,30,0,0,0,70,59,6,0,0,0,0,40,0,14,0,27,0,4,7,2,0	0,7,101,37,12,0,0,0,0,93,3,0,49,3,0,5,0,0,19,0	2,23,7,1,14,0,0,0,39,4,343,0,0,1,0,0,60,0,0,0	276	299	1	1.0	0.987,NA,1.0,0.336,1.0,NA,NA,0.0,0.018,0.799,1.0,1.0,1.0,NA,0.0,NA,0.0,NA,0.039,NA,0.351,0.0,0.73,1.0	0.0,0.248,0.94,0.976,0.481,NA,NA,NA,0.0,0.962,0.009,NA,1.0,0.765,NA,1.0,0.0,NA,1.0,NA	-0.023
73	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99192711	99192783	99222951	99223131	99175903	99175915	99225806	99225914	73	70,167,4,249,126,367,100,510,40,27,64,12,39,167,355,0,329,13,147,0,16,79,49,80	0,170,4,4,0,0,17,0,0,9,0,1,0,33,20,0,9,87,9,164,0,7,6,0	171,66,280,63,57,0,0,78,142,360,946,0,93,204,7,126,186,0,0,0	0,6,0,21,8,170,91,1,0,65,22,0,23,0,0,0,21,82,0,0	330	222	1	1.0	1.0,0.398,0.402,0.977,1.0,1.0,0.798,1.0,1.0,0.669,1.0,0.89,1.0,0.773,0.923,NA,0.961,0.091,0.917,0.0,1.0,0.884,0.846,1.0	1.0,0.881,1.0,0.669,0.827,0.0,0.0,0.981,1.0,0.788,0.967,NA,0.731,1.0,1.0,1.0,0.856,0.0,NA,NA	0.059
74	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99194774	99194903	99225806	99225914	99192711	99192783	99288407	99288639	74	0,0,0,0,0,0,0,17,24,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0	0,53,0,57,7,0,0,0,40,9,0,0,0,7,10,0,0,0,9,170,0,0,3,0	0,0,3,2,0,0,0,3,0,0,51,0,0,0,0,0,17,0,0,0	36,41,66,9,0,0,0,0,0,160,0,0,7,0,0,0,56,0,10,0	258	279	1	1.0	NA,0.0,NA,0.0,0.0,NA,NA,1.0,0.394,0.107,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,0.419,NA	0.0,0.0,0.047,0.194,NA,NA,NA,1.0,NA,0.0,1.0,NA,0.0,NA,NA,NA,0.247,NA,0.0,NA	-0.074
75	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99201621	99201693	99222951	99223131	99194774	99194903	99225806	99225914	75	70,167,4,249,133,367,100,603,40,27,64,13,39,169,355,0,329,13,147,0,16,79,49,82	0,10,0,8,0,0,0,0,0,10,112,0,0,14,17,0,0,0,10,0,0,0,5,0	171,97,280,91,57,0,0,78,145,360,946,0,93,181,11,119,198,0,0,0	3,0,0,11,7,0,0,0,0,38,282,0,0,67,7,35,8,0,0,0	330	222	1	1.0	1.0,0.918,1.0,0.954,1.0,1.0,1.0,1.0,1.0,0.645,0.278,1.0,1.0,0.89,0.934,NA,1.0,1.0,0.908,NA,1.0,1.0,0.868,1.0	0.975,1.0,1.0,0.848,0.846,NA,NA,1.0,1.0,0.864,0.693,NA,1.0,0.645,0.514,0.696,0.943,NA,NA,NA	0.068
76	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99201621	99201696	99222951	99223131	99194774	99194903	99225806	99225914	76	70,167,4,249,133,367,100,603,40,27,64,13,39,169,355,0,329,13,147,0,16,79,49,82	0,10,0,8,0,0,0,0,0,0,112,0,0,14,49,0,0,0,27,0,0,0,5,0	171,97,280,91,57,0,0,78,145,360,946,0,93,181,11,119,198,0,0,0	3,0,0,0,7,0,0,0,0,38,37,0,0,67,7,35,8,0,0,0	330	225	1	1.0	1.0,0.919,1.0,0.955,1.0,1.0,1.0,1.0,1.0,1.0,0.28,1.0,1.0,0.892,0.832,NA,1.0,1.0,0.788,NA,1.0,1.0,0.87,1.0	0.975,1.0,1.0,1.0,0.847,NA,NA,1.0,1.0,0.866,0.946,NA,1.0,0.648,0.517,0.699,0.944,NA,NA,NA	0.045
77	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99201621	99201696	99225806	99225914	99194774	99194903	99446934	99447087	77	0,0,60,40,80,23,0,108,26,5,31,0,0,62,102,91,0,38,59,80,7,0,34,0	0,10,0,8,0,0,0,0,0,0,112,0,0,14,17,0,0,0,10,0,0,0,5,0	129,142,287,125,24,0,4,52,97,118,55,0,86,54,0,37,141,0,24,0	3,0,0,0,7,0,0,0,0,38,37,0,0,67,7,35,8,0,0,0	258	225	1	1.0	NA,0.0,1.0,0.813,1.0,1.0,NA,1.0,1.0,1.0,0.194,NA,NA,0.794,0.84,1.0,NA,1.0,0.837,1.0,1.0,NA,0.856,NA	0.974,1.0,1.0,1.0,0.749,NA,1.0,1.0,1.0,0.73,0.565,NA,1.0,0.413,0.0,0.48,0.939,NA,1.0,NA	0.04
78	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13338244	13338341	13339512	13339609	13335480	13335586	13340895	13341023	78	0,56,0,17,0,0,132,28,51,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0	0,219,0,24,2,0,0,61,15,0,8,0,0,23,5,0,0,0,1,0,151,0,2,0	0,68,0,3,0,0,0,0,0,22,0,0,0,0,0,0,7,1,0,0	5,34,0,0,16,0,0,0,0,63,0,0,0,0,0,0,2,0,0,0	247	247	1	1.0	NA,0.204,NA,0.415,0.0,NA,1.0,0.315,0.773,1.0,0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,1.0,0.0,NA,0.667,NA	0.0,0.667,NA,1.0,0.0,NA,NA,NA,NA,0.259,NA,NA,NA,NA,NA,NA,0.778,1.0,NA,NA	-0.145
79	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13347262	13347432	13352334	13352340	13346427	13346544	13355995	13356079	79	0,0,0,29,0,143,0,137,24,3,129,0,0,8,43,0,0,0,12,33,0,0,13,4	0,62,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,1,0,8,90,45,27,0,2,9,155,0,0,0,0,0,64,0,0	0,0,0,0,4,13,6,0,0,0,0,0,11,0,0,0,0,0,0,0	156	320	1	1.0	NA,0.0,NA,1.0,NA,1.0,NA,1.0,0.86,0.755,1.0,NA,NA,1.0,1.0,NA,NA,NA,1.0,1.0,NA,NA,1.0,1.0	NA,1.0,1.0,NA,0.804,0.934,0.939,1.0,NA,1.0,1.0,1.0,0.0,NA,NA,NA,NA,1.0,NA,NA	0.014
86	"ENSG00000223959.8_1"	"AFG3L1P"	chr16	+	90044046	90044210	90045217	90045286	90038993	90039173	90046649	90046744	86	0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0	314	219	1	1.0	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,0.0,NA,1.0,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.5
89	"ENSG00000186952.14_2"	"TMEM232"	chr5	-	109977960	109978072	110062327	110062499	109976591	109976697	110070603	110070716	89	0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2,9,11,0,0,0,50,0,0,0,0,0,24,0,15	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	322	262	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.702,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,0.0	NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.117
90	"ENSG00000116299.16_1"	"KIAA1324"	chr1	+	109716309	109716459	109727666	109727755	109716095	109716201	109730798	109730976	90	0,25,46,27,0,160,0,0,0,9,0,0,0,0,0,0,119,0,0,6,0,0,0,0	21,0,0,0,0,0,0,33,0,8,0,0,25,59,14,0,0,0,9,0,0,0,0,0	0,0,0,2,1,0,0,0,0,1,73,0,3,0,1,0,0,0,0,0	13,11,0,0,0,2,2,0,0,121,0,0,0,12,0,4,11,0,0,0	300	239	1	1.0	0.0,1.0,1.0,1.0,NA,1.0,NA,0.0,NA,0.473,NA,NA,0.0,0.0,0.0,NA,1.0,NA,0.0,1.0,NA,NA,NA,NA	0.0,0.0,NA,1.0,1.0,0.0,0.0,NA,NA,0.007,1.0,NA,1.0,0.0,1.0,0.0,0.0,NA,NA,NA	0.113
93	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145645	104145855	104151322	104151373	104143751	104143860	104151974	104152039	93	0,21,0,30,0,0,0,32,59,0,15,0,0,10,45,74,0,0,18,125,0,0,23,0	124,71,0,46,44,37,8,62,20,11,167,0,77,20,68,0,80,40,43,1,64,0,13,8	0,0,19,0,8,0,0,0,33,12,28,0,52,16,0,15,0,0,0,0	105,7,40,68,0,0,0,28,6,112,70,0,90,49,0,26,21,34,0,0	360	201	1	1.0	0.0,0.142,NA,0.267,0.0,0.0,0.0,0.224,0.622,0.0,0.048,NA,0.0,0.218,0.27,1.0,0.0,0.0,0.189,0.986,0.0,NA,0.497,0.0	0.0,0.0,0.21,0.0,1.0,NA,NA,0.0,0.754,0.056,0.183,NA,0.244,0.154,NA,0.244,0.0,0.0,NA,NA	0.009
95	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145720	104145855	104151322	104151373	104143751	104143860	104151974	104152523	95	375,424,7,135,43,2,0,255,260,6,105,0,281,210,154,77,24,91,61,269,7,195,44,58	124,71,0,46,44,37,8,62,20,11,167,0,77,20,68,0,80,40,43,1,64,0,13,8	240,165,134,183,0,0,0,0,244,189,134,0,70,355,0,226,90,0,78,0	105,7,40,68,0,0,0,28,6,112,70,0,90,49,0,26,21,34,0,0	285	201	1	1.0	0.681,0.808,1.0,0.674,0.408,0.037,0.0,0.744,0.902,0.278,0.307,NA,0.72,0.881,0.615,1.0,0.175,0.616,0.5,0.995,0.072,1.0,0.705,0.836	0.617,0.943,0.703,0.655,NA,NA,NA,0.0,0.966,0.543,0.574,NA,0.354,0.836,NA,0.86,0.751,0.0,1.0,NA	-0.022
98	"ENSG00000078177.13_2"	"N4BP2"	chr4	+	40098846	40099189	40101655	40101746	40075074	40075171	40103694	40104838	98	0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0	0,39,0,0,0,132,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	32,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0	493	241	1	1.0	NA,0.0,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.4
99	"ENSG00000054392.12_2"	"HHAT"	chr1	+	210573811	210574006	210577807	210578023	210560811	210560925	210591497	210591669	99	0,0,0,0,0,0,0,23,0,0,0,0,0,0,86,0,0,0,45,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	345	366	1	1.0	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA	0.0,0.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	0.75
101	"ENSG00000132122.11_2"	"SPATA6"	chr1	-	48878781	48878823	48917223	48917272	48877135	48877260	48918665	48918803	101	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	199	192	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	-1.0
102	"ENSG00000175664.9_1"	"TEX26"	chr13	+	31513830	31513915	31526796	31526962	31506839	31506913	31531009	31531166	102	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	235	316	1	1.0	NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.035
103	"ENSG00000065665.20_2"	"SEC61A2"	chr10	+	12198905	12199066	12199906	12200104	12197776	12197930	12202928	12203120	103	79,0,12,7,2,36,0,49,0,0,142,40,64,236,70,0,94,0,30,0,1,90,19,100	0,0,0,64,14,0,0,177,33,0,92,0,0,248,55,0,0,88,19,0,0,0,6,0	109,0,0,73,0,40,11,0,29,24,0,0,0,0,0,0,23,0,31,0	25,0,68,34,0,21,13,0,29,23,1,2,42,0,1,2,179,0,2,0	311	348	1	1.0	1.0,NA,1.0,0.109,0.138,1.0,NA,0.237,0.0,NA,0.633,1.0,1.0,0.516,0.587,NA,1.0,0.0,0.639,NA,1.0,1.0,0.78,1.0	0.83,NA,0.0,0.706,NA,0.681,0.486,NA,0.528,0.539,0.0,0.0,0.0,NA,0.0,0.0,0.126,NA,0.945,NA	0.319
108	"ENSG00000184313.19_2"	"MROH7"	chr1	+	55145563	55145718	55148328	55148467	55144935	55145112	55151930	55152121	108	0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10	0,0,0,0,0,0,0,0,33,0,52,0,1,0,0,0,1,0,0,0	0,0,11,0,0,0,0,0,0,13,0,0,93,4,0,3,2,0,0,0	305	289	1	1.0	NA,NA,NA,0.045,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0	NA,NA,0.0,NA,NA,NA,NA,NA,1.0,0.0,1.0,NA,0.01,0.0,NA,0.0,0.321,NA,NA,NA	-0.03
109	"ENSG00000184313.19_2"	"MROH7"	chr1	+	55148328	55148467	55151930	55152121	55145563	55145718	55158096	55158234	109	0,74,0,12,100,0,0,0,0,0,0,0,0,0,18,0,0,21,10,0,0,0,0,0	0,0,86,0,0,0,0,34,2,0,0,36,0,22,0,0,0,0,0,0,0,0,0,0	0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,50,10,0,0,0,62,0,0,0,1,0,0,0,2,0,0,0	289	341	1	1.0	NA,1.0,0.0,1.0,1.0,NA,NA,0.0,0.0,NA,NA,0.0,NA,0.0,1.0,NA,NA,1.0,1.0,NA,NA,NA,NA,NA	NA,NA,NA,0.298,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA	0.486
110	"ENSG00000001631.15_2"	"KRIT1"	chr7	-	91874215	91874485	91874740	91874888	91871347	91871451	91875157	91875228	110	0,0,0,0,0,0,0,0,42,0,0,0,0,62,0,0,0,0,0,0,0,0,6,0	115,0,42,43,34,0,125,0,0,0,163,0,33,0,37,0,22,0,6,163,13,12,13,0	0,8,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	81,127,83,1,45,0,1,43,2,111,31,0,11,0,0,0,0,0,3,0	298	420	1	1.0	0.0,NA,0.0,0.0,0.0,NA,0.0,NA,1.0,NA,0.0,NA,0.0,1.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.394,NA	0.0,0.082,0.033,0.0,0.135,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,0.0,NA	0.129
111	"ENSG00000172765.16_2"	"TMCC1"	chr3	-	129389172	129390107	129551616	129551669	129373810	129373946	129599151	129599309	111	0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	255,160,39,171,11,32,0,114,56,33,115,0,70,1,83,0,6,116,17,262,159,68,36,17	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	124,80,161,172,23,198,85,35,134,106,207,0,25,66,0,10,105,0,1,0	203	1085	1	1.0	0.0,0.0,0.0,0.111,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,0.914,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,NA	0.049
113	"ENSG00000142687.17_2"	"KIAA0319L"	chr1	-	35936463	35936561	35940405	35940507	35932208	35932296	35944566	35944813	113	0,0,27,25,49,93,0,40,0,6,0,0,0,35,26,1,0,0,16,1,0,0,6,1	0,0,0,0,1,0,0,40,9,6,0,49,0,19,15,42,0,0,3,0,0,0,0,0	18,0,43,46,28,0,0,0,0,61,25,0,0,0,0,0,14,0,0,0	9,24,9,44,0,0,0,0,0,62,168,0,8,0,0,3,6,0,1,0	252	248	1	1.0	NA,NA,1.0,1.0,0.98,1.0,NA,0.496,0.0,0.496,NA,0.0,NA,0.644,0.63,0.023,NA,NA,0.84,1.0,NA,NA,1.0,1.0	0.663,0.0,0.825,0.507,1.0,NA,NA,NA,NA,0.492,0.128,NA,0.0,NA,NA,0.0,0.697,NA,0.0,NA	0.282
114	"ENSG00000142687.17_2"	"KIAA0319L"	chr1	-	35944566	35944813	35972212	35972736	35940405	35940507	36019950	36020120	114	69,33,18,53,20,126,0,163,55,10,91,0,37,296,181,84,0,70,54,5,27,0,2,38	0,14,31,124,50,93,32,220,1,16,273,2,0,189,59,1,5,0,26,2,50,0,16,1	149,45,0,75,22,0,0,15,53,121,19,0,115,5,0,0,10,0,0,0	187,42,111,56,55,0,0,123,30,378,140,0,0,80,0,21,130,0,0,0	674	397	1	1.0	1.0,0.581,0.255,0.201,0.191,0.444,0.0,0.304,0.97,0.269,0.164,0.0,1.0,0.48,0.644,0.98,0.0,1.0,0.55,0.596,0.241,NA,0.069,0.957	0.319,0.387,0.0,0.441,0.191,NA,NA,0.067,0.51,0.159,0.074,NA,1.0,0.036,NA,0.0,0.043,NA,NA,NA	0.226
