ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
59	"ENSG00000140939.14_1"	"NOL3"	chr16	+	67208064	67208847	67208064	67208357	67208523	67208847	59	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8	0,0,0,0,0,0,0,57,0,0,85,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	316	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.944
60	"ENSG00000140939.14_1"	"NOL3"	chr16	+	67208064	67208847	67208064	67208367	67208523	67208847	60	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8	0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,97,0,0,0,0,0,99,0,0,118,0,0,53,0,23,0,0,0,0	306	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.797	NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	0.266
61	"ENSG00000221914.8_2"	"PPP2R2A"	chr8	+	26220199	26221406	26220199	26220364	26221236	26221406	61	0,0,0,18,31,0,0,0,2,10,6,350,0,118,40,0,0,4,12,0,0,0,1,4	11,0,24,49,50,80,0,324,82,0,41,0,10,34,67,0,40,0,22,20,0,1,16,36	0,1,33,0,6,0,0,0,0,86,1,0,1,21,0,9,0,0,0,0	63,0,49,79,20,1,0,23,17,71,207,0,94,0,0,0,0,1,41,0	1022	150	1	1.0	0.0,NA,0.0,0.051,0.083,0.0,NA,0.0,0.004,1.0,0.021,1.0,0.0,0.337,0.081,NA,0.0,1.0,0.074,0.0,NA,0.0,0.009,0.016	0.0,1.0,0.09,0.0,0.042,0.0,NA,0.0,0.0,0.151,0.001,NA,0.002,1.0,NA,1.0,NA,0.0,0.0,NA	-0.035
62	"ENSG00000160949.16_1"	"TONSL"	chr8	-	145657667	145659142	145657667	145657843	145658970	145659142	62	0,0,0,0,15,0,0,0,9,1,0,0,0,0,0,0,0,6,0,0,0,0,3,14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,15,0,0,0,0,0	0,0,0,0,8,0,0,0,0,0,163,0,0,0,0,0,0,0,6,0	0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0	1277	150	1	1.0	NA,NA,NA,NA,1.0,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,0.0,NA,NA,1.0,0.0,NA,NA,NA,1.0,1.0	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.406,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.052
66	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44441846	44442826	44441846	44442079	44442694	44442826	66	0,0,0,19,5,0,0,0,0,16,0,0,0,0,115,0,0,0,35,0,0,0,2,0	3,34,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,134,0,0,10,1	0,0,0,2,0,0,0,0,0,2,0,0,0,6,0,0,0,0,9,0	1,0,0,12,0,0,0,0,0,116,28,0,0,0,0,0,0,0,0,0	765	150	1	1.0	0.0,0.0,NA,1.0,1.0,NA,NA,NA,NA,0.207,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,0.0,NA,NA,0.038,0.0	0.0,NA,NA,0.032,NA,NA,NA,NA,NA,0.003,0.0,NA,NA,1.0,NA,NA,NA,NA,1.0,NA	0.085
67	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13399883	13402801	13399883	13399992	13402707	13402801	67	223,221,3,117,0,5,0,4,61,16,22,0,72,158,108,0,5,21,25,166,107,0,20,107	0,20,38,10,38,0,0,112,0,0,0,0,0,8,0,0,1,0,0,56,0,0,29,0	169,68,199,34,33,64,19,2,25,1,1,0,0,254,0,64,103,0,8,0	35,0,0,12,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0	2865	150	1	1.0	1.0,0.367,0.004,0.38,0.0,1.0,NA,0.002,1.0,1.0,1.0,NA,1.0,0.508,1.0,NA,0.207,1.0,1.0,0.134,1.0,NA,0.035,1.0	0.202,1.0,1.0,0.129,1.0,1.0,1.0,1.0,1.0,0.001,1.0,NA,NA,1.0,NA,1.0,1.0,NA,1.0,NA	-0.19
68	"ENSG00000123416.15_2"	"TUBA1B"	chr12	-	49523282	49525178	49523282	49523505	49525080	49525178	68	0,131,18,43,15,106,0,72,0,1,98,47,0,155,29,59,254,11,3,0,0,0,19,47	609,1682,252,609,258,782,519,1843,388,75,261,97,358,1187,1094,132,252,114,588,354,334,60,177,176	0,51,0,12,2,60,7,6,4,27,43,0,20,3,0,2,0,0,4,0	959,290,516,831,39,1,0,169,389,946,1450,0,1002,529,2,350,118,84,11,0	1725	150	1	1.0	0.0,0.007,0.006,0.006,0.005,0.012,0.0,0.003,0.0,0.001,0.032,0.04,0.0,0.011,0.002,0.037,0.081,0.008,0.0,0.0,0.0,0.0,0.009,0.023	0.0,0.015,0.0,0.001,0.004,0.839,1.0,0.003,0.001,0.002,0.003,NA,0.002,0.0,0.0,0.0,0.0,0.0,0.031,NA	-0.094
72	"ENSG00000131143.8_2"	"COX4I1"	chr16	+	85838542	85839470	85838542	85838710	85839338	85839470	72	25,0,0,52,36,0,0,47,1,0,76,58,9,156,113,0,0,0,27,12,12,0,2,11	211,223,8,152,58,15,0,354,176,27,313,59,133,436,433,2,176,303,261,69,116,1,32,448	135,14,216,50,34,0,0,22,27,206,70,0,21,80,0,22,4,0,10,0	327,68,243,168,0,0,0,50,73,277,138,0,235,144,0,82,82,176,11,0	778	150	1	1.0	0.022,0.0,0.0,0.062,0.107,0.0,NA,0.025,0.001,0.0,0.045,0.159,0.013,0.065,0.048,0.0,0.0,0.0,0.02,0.032,0.02,0.0,0.012,0.005	0.074,0.038,0.146,0.054,1.0,NA,NA,0.078,0.067,0.125,0.089,NA,0.017,0.097,NA,0.049,0.009,0.0,0.149,NA	-0.105
74	"ENSG00000133056.13_2"	"PIK3C2B"	chr1	-	204415083	204415272	204415083	204415130	204415214	204415272	74	0,78,0,4,13,0,0,4,0,0,185,0,0,0,0,0,0,77,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,5,73,0,0,0,0,0,0,38,16,0,0,0,0,0,0,0,7,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	234	150	1	1.0	NA,1.0,NA,1.0,1.0,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA	NA,1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,0.911,NA,NA,NA,NA,NA,NA,NA,1.0,NA	0.018
75	"ENSG00000101246.19_1"	"ARFRP1"	chr20	-	62331335	62332054	62331335	62331882	62331953	62332054	75	0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0	0,0,23,24,0,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0	0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	17,14,0,47,0,0,0,0,12,83,0,0,0,0,0,0,8,0,0,0	221	150	1	1.0	NA,NA,0.307,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,NA,0.0,NA,1.0,NA	0.0,0.0,NA,0.055,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.32
76	"ENSG00000077080.9_1"	"ACTL6B"	chr7	-	100253043	100253502	100253043	100253209	100253425	100253502	76	0,0,0,0,0,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0	0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	366	150	1	1.0	NA,0.0,NA,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA	0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.6
78	"ENSG00000183960.8_1"	"KCNH8"	chr3	+	19491597	19492896	19491597	19491797	19492646	19492896	78	0,0,14,3,38,0,0,173,0,55,0,0,0,2,17,0,0,0,3,126,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,3,24,0,0,0,0,135,349,1,0,0,0,0,2,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,38,0,0,0,0	999	150	1	1.0	NA,NA,1.0,1.0,1.0,NA,NA,1.0,NA,1.0,NA,NA,NA,1.0,1.0,NA,NA,NA,1.0,1.0,NA,NA,NA,NA	NA,NA,NA,1.0,1.0,NA,NA,NA,NA,1.0,1.0,1.0,NA,0.0,NA,0.0,1.0,NA,NA,NA	0.25
83	"ENSG00000106263.17_1"	"EIF3B"	chr7	+	2405951	2406226	2405951	2406083	2406159	2406226	83	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0	2,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0	37,0,83,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0	226	150	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.035,NA,0.0,NA,0.0,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.17
84	"ENSG00000106263.17_1"	"EIF3B"	chr7	+	2418323	2418877	2418323	2418401	2418768	2418877	84	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,4,0,0,0,120,28,0,6,0,0,0,179,0,1,0,80,0,63,0,6,75	0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0	40,6,12,59,0,0,0,0,0,36,0,0,89,161,0,78,70,0,3,126	517	150	1	1.0	NA,0.0,NA,0.0,NA,NA,NA,0.0,0.0,NA,0.0,NA,NA,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0	0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.319,NA,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0	-0.029
85	"ENSG00000106263.17_1"	"EIF3B"	chr7	+	2419028	2420375	2419028	2419146	2419838	2420375	85	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0	1,15,0,8,0,46,0,0,0,0,0,0,1,0,0,0,0,47,0,0,11,0,6,0	6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	34,0,0,0,0,0,0,0,0,7,0,0,38,0,0,0,0,0,0,0	842	150	1	1.0	0.0,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,0.229,NA	0.03,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	0.019
86	"ENSG00000106263.17_1"	"EIF3B"	chr7	+	2419028	2420375	2419028	2419146	2419913	2420375	86	109,5,0,10,0,0,0,0,66,0,0,0,25,33,0,0,0,0,0,0,0,0,12,0	10,0,0,0,0,0,0,0,0,0,0,0,18,0,62,0,0,0,27,0,0,0,15,0	6,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,7,0,0	917	150	1	1.0	0.641,1.0,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,0.185,1.0,0.0,NA,NA,NA,0.0,NA,NA,NA,0.116,NA	1.0,NA,1.0,NA,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	-0.051
87	"ENSG00000142910.15_1"	"TINAGL1"	chr1	+	32048749	32049176	32048749	32048842	32049061	32049176	87	0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0	369	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0
91	"ENSG00000142910.15_1"	"TINAGL1"	chr1	+	32051040	32052356	32051040	32051477	32052310	32052356	91	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	983	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	NA,NA,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA	0.333
93	"ENSG00000149100.12_2"	"EIF3M"	chr11	+	32615411	32616559	32615411	32615495	32616459	32616559	93	0,104,44,15,3,0,0,0,4,2,139,0,0,1,106,15,0,0,24,217,2,3,1,53	82,19,0,0,67,18,135,0,42,0,27,123,44,5,5,56,2,0,4,0,0,133,43,37	70,0,12,0,11,1,0,10,0,17,187,0,0,78,0,34,0,0,0,0	9,3,20,35,0,0,0,0,41,130,13,0,55,83,0,62,54,0,0,0	1114	150	1	1.0	0.0,0.424,1.0,1.0,0.006,0.0,0.0,NA,0.013,1.0,0.409,0.0,0.0,0.026,0.741,0.035,0.0,NA,0.447,1.0,1.0,0.003,0.003,0.162	0.512,0.0,0.075,0.0,1.0,1.0,NA,1.0,0.0,0.017,0.66,NA,0.0,0.112,NA,0.069,0.0,NA,NA,NA	0.013
94	"ENSG00000156983.15_2"	"BRPF1"	chr3	+	9787256	9787614	9787256	9787393	9787495	9787614	94	0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,39,0	0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0	252	150	1	1.0	NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,1.0,NA,1.0,NA,NA,1.0,NA	-0.25
95	"ENSG00000165525.17_1"	"NEMF"	chr14	-	50251642	50252038	50251642	50251722	50251937	50252038	95	1,0,20,1,1,130,0,202,5,0,40,0,0,0,38,0,0,0,18,0,0,0,8,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	38,6,0,0,0,2,0,58,0,2,0,0,0,108,0,21,30,0,0,0	0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0	365	150	1	1.0	1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,1.0,1.0	1.0,1.0,NA,NA,NA,1.0,NA,1.0,NA,0.019,NA,NA,NA,1.0,NA,1.0,1.0,NA,NA,NA	0.123
99	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100124477	100124723	100124477	100124533	100124644	100124723	99	0,0,0,0,0,0,0,4,0,2,28,0,0,0,0,0,0,2,0,0,0,0,4,0	0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0	6,1,55,0,0,0,0,0,0,19,48,0,0,0,0,0,26,0,0,0	0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	261	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,1.0,NA,0.365,0.422,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA	1.0,0.126,1.0,0.0,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA	0.025
103	"ENSG00000163472.18_1"	"TMEM79"	chr1	+	156254974	156256264	156254974	156255774	156256050	156256264	103	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	426	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-1.0
104	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13321430	13323030	13321430	13321466	13322916	13323030	104	0,4,0,38,6,33,0,79,0,11,23,0,1,97,65,0,0,139,13,231,10,0,2,1	0,6,10,0,0,0,0,0,0,25,53,27,0,32,0,0,0,91,0,27,12,0,12,57	37,82,60,11,26,0,0,16,0,96,1,0,0,0,0,0,102,0,5,0	79,98,0,47,11,3,5,15,8,42,4,0,38,0,0,0,0,0,0,0	1600	150	1	1.0	NA,0.059,0.0,1.0,1.0,1.0,NA,1.0,NA,0.04,0.039,0.0,1.0,0.221,1.0,NA,NA,0.125,1.0,0.445,0.072,NA,0.015,0.002	0.042,0.073,1.0,0.021,0.181,0.0,0.0,0.091,0.0,0.176,0.023,NA,0.0,NA,NA,NA,1.0,NA,1.0,NA	0.188
105	"ENSG00000169733.11_2"	"RFNG"	chr17	-	80005777	80006992	80005777	80006683	80006906	80006992	105	0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,5,0,11,0,92,63,0,0,0,0,0,4,26,33,0,0,42,14,0,115,0,0,0	2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	35,24,0,13,9,0,0,0,16,77,2,0,0,2,0,6,8,0,0,0	373	150	1	1.0	0.0,0.0,NA,0.422,NA,0.0,0.0,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,0.0,0.0,NA,0.0,NA,NA,NA	0.022,0.0,NA,0.0,0.263,NA,NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA	0.01
106	"ENSG00000169733.11_2"	"RFNG"	chr17	-	80007552	80007882	80007552	80007718	80007793	80007882	106	0,0,3,20,0,96,0,0,0,2,0,0,0,0,22,0,0,51,4,0,0,0,4,0	0,0,4,10,0,0,0,24,1,0,0,0,0,0,50,0,0,0,18,0,0,0,12,0	8,69,0,0,3,6,0,0,0,1,0,0,0,0,0,0,4,0,0,0	0,40,0,0,0,0,0,27,0,0,39,0,0,2,0,0,3,0,0,0	225	150	1	1.0	NA,NA,0.333,0.571,NA,1.0,NA,0.0,0.0,1.0,NA,NA,NA,NA,0.227,NA,NA,1.0,0.129,NA,NA,NA,0.182,NA	1.0,0.535,NA,NA,1.0,1.0,NA,0.0,NA,1.0,0.0,NA,NA,0.0,NA,NA,0.471,NA,NA,NA	-0.112
107	"ENSG00000169733.11_2"	"RFNG"	chr17	-	80007552	80008431	80007552	80007882	80008277	80008431	107	117,0,0,19,4,23,0,1,11,15,3,35,41,3,9,0,0,0,5,36,0,0,10,17	0,0,0,0,0,0,0,48,0,0,0,0,0,0,50,0,0,0,18,0,0,0,0,0	37,18,0,26,39,0,0,0,24,0,28,0,0,0,0,0,0,0,1,0	0,40,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	545	150	1	1.0	1.0,NA,NA,1.0,1.0,1.0,NA,0.006,1.0,1.0,1.0,1.0,1.0,1.0,0.047,NA,NA,NA,0.071,1.0,NA,NA,1.0,1.0	1.0,0.11,NA,0.274,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA,0.0,NA,NA,NA,NA,1.0,NA	0.147
109	"ENSG00000169733.11_2"	"RFNG"	chr17	-	80008537	80009218	80008537	80008640	80009169	80009218	109	0,0,32,49,2,0,0,0,0,8,73,0,0,17,120,0,0,427,33,0,0,0,5,0	0,0,46,18,0,0,0,10,0,0,0,8,0,23,0,0,0,1,0,0,0,0,2,36	102,26,37,2,5,0,0,0,11,65,9,0,2,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,48,0,0,0	679	150	1	1.0	NA,NA,0.133,0.376,1.0,NA,NA,0.0,NA,1.0,1.0,0.0,NA,0.14,1.0,NA,NA,0.99,1.0,NA,NA,NA,0.356,0.0	1.0,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,0.395,1.0,NA,1.0,NA,NA,NA,0.0,NA,NA,NA	-0.301
118	"ENSG00000082641.15_2"	"NFE2L1"	chr17	+	46127968	46128990	46127968	46128181	46128478	46128990	118	155,51,61,43,93,50,0,186,18,26,46,0,47,505,108,0,3,46,29,136,0,0,64,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	58,63,227,58,13,4,0,10,37,98,56,0,9,15,32,7,17,1,2,0	8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	447	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0	0.709,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	0.017
121	"ENSG00000087077.12_2"	"TRIP6"	chr7	+	100467991	100468365	100467991	100468085	100468195	100468365	121	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0	260	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0
122	"ENSG00000171793.13_1"	"CTPS1"	chr1	+	41474330	41474562	41474330	41474386	41474465	41474562	122	99,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0	0,242,0,0,0,0,0,50,0,0,12,0,0,68,0,0,0,0,0,0,0,0,7,0	0,0,0,29,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,2,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0	229	150	1	1.0	1.0,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,0.0,NA,1.0,NA,0.141,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA	-0.142
124	"ENSG00000103249.17_2"	"CLCN7"	chr16	-	1499276	1500667	1499276	1499328	1500497	1500667	124	121,109,85,124,48,0,112,273,11,72,62,11,84,277,32,114,229,79,20,157,0,18,21,61	105,0,0,9,2,0,0,0,0,0,0,0,41,0,0,38,0,0,0,0,0,0,11,33	25,141,3,64,126,0,0,0,10,2,144,0,2,48,0,15,48,0,7,0	12,1,0,0,11,0,0,0,0,0,0,0,14,0,0,0,0,0,8,0	1319	150	1	1.0	0.116,1.0,1.0,0.61,0.732,NA,1.0,1.0,1.0,1.0,1.0,1.0,0.189,1.0,1.0,0.254,1.0,1.0,1.0,1.0,NA,1.0,0.178,0.174	0.192,0.941,1.0,1.0,0.566,NA,NA,NA,1.0,1.0,1.0,NA,0.016,1.0,NA,1.0,1.0,NA,0.091,NA	0.03
126	"ENSG00000111229.15_2"	"ARPC3"	chr12	-	110873914	110874488	110873914	110874009	110874361	110874488	126	0,5,0,11,36,0,0,0,0,1,0,0,0,3,8,33,0,0,6,0,15,16,7,0	533,0,41,229,119,2,0,90,75,0,19,1,333,167,151,36,154,3,87,215,21,2,21,77	18,0,87,0,0,17,10,0,0,20,221,0,95,0,0,0,19,0,0,0	343,62,83,210,26,175,96,33,64,39,18,0,273,41,1,29,47,0,79,0	502	150	1	1.0	0.0,1.0,0.0,0.014,0.083,0.0,NA,0.0,0.0,1.0,0.0,0.0,0.0,0.005,0.016,0.215,0.0,0.0,0.02,0.0,0.176,0.705,0.091,0.0	0.015,0.0,0.239,0.0,0.0,0.028,0.03,0.0,0.0,0.133,0.786,NA,0.094,0.0,0.0,0.0,0.108,NA,0.0,NA	0.06
127	"ENSG00000036549.12_2"	"ZZZ3"	chr1	-	78045211	78046754	78045211	78045313	78046682	78046754	127	10,0,12,0,13,0,0,0,47,0,74,0,3,0,16,12,0,0,3,95,0,0,18,20	0,0,36,0,0,0,0,10,24,1,4,4,0,87,41,0,298,0,17,0,0,0,6,71	0,0,4,0,0,0,0,0,0,0,0,0,57,29,0,4,0,1,0,0	36,21,0,14,5,0,0,0,14,111,82,0,0,11,0,4,20,0,0,0	1519	150	1	1.0	1.0,NA,0.032,NA,1.0,NA,NA,0.0,0.162,0.0,0.646,0.0,1.0,0.0,0.037,1.0,0.0,NA,0.017,1.0,NA,NA,0.229,0.027	0.0,0.0,1.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,NA,1.0,0.207,NA,0.09,0.0,1.0,NA,NA	0.108
